review_scores_rating
4.57
5.0
4.94
4.69
5.0
4.92
4.4
4.65
5.0
4.81
5.0
4.78
4.83
4.6
5.0
4.78
4.95
5.0
4.8
5.0
4.89
4.94
5.0
4.8
4.78
5.0
4.86
4.8
5.0
5.0
4.7
4.85
5.0
4.84
4.73
4.93
4.0
4.61
5.0
4.38
4.67
4.59
4.75
4.8
4.94
4.96
4.79
5.0
5.0
4.83
4.62
5.0
4.91
4.76
4.95
5.0
4.84
5.0
5.0
4.78
4.57
4.82
5.0
4.94
4.87
4.54
4.76
5.0
4.33
4.9
5.0
4.5
4.95
5.0
5.0
4.67
4.93
4.75
1.0
5.0
4.98
4.56
4.54
5.0
5.0
4.8
5.0
4.92
5.0
4.67
4.0
4.8
4.9
5.0
4.77
4.88
4.96
5.0
4.74
4.38
5.0
5.0
4.82
5.0
4.0
5.0
4.84
4.98
4.95
4.94
5.0
5.0
5.0
5.0
4.61
4.98
4.41
4.46
4.55
5.0
5.0
4.5
5.0
4.67
4.75
5.0
5.0
4.0
4.52
4.91
5.0
4.91
4.7
4.5
4.88
4.58
1.0
4.71
4.69
5.0
4.75
4.55
5.0
4.84
5.0
5.0
4.87
4.4
5.0
5.0
5.0
5.0
4.97
3.67
4.87
4.0
4.9
4.84
4.87
4.91
4.95
4.8
4.98
4.91
5.0
5.0
4.66
4.25
5.0
4.96
4.93
4.73
4.96
4.92
4.94
4.67
5.0
4.78
4.97
4.75
5.0
4.83
4.91
5.0
4.77
5.0
5.0
5.0
5.0
4.86
4.75
5.0
5.0
5.0
5.0
4.95
4.86
4.0
5.0
4.5
5.0
5.0
5.0
4.92
4.85
5.0
4.98
4.57
4.88
4.0
4.74
4.93
5.0
4.92
4.86
4.78
4.95
4.98
4.85
4.75
4.97
4.67
5.0
4.92
5.0
5.0
5.0
5.0
4.91
5.0
4.67
4.68
4.8
4.88
5.0
4.0
4.78
4.69
5.0
5.0
5.0
4.71
5.0
3.81
5.0
4.81
4.71
5.0
4.67
5.0
5.0
4.97
5.0
3.0
5.0
4.95
3.83
4.91
5.0
4.75
5.0
4.83
4.25
4.75
4.77
5.0
4.91
4.98
4.83
4.86
4.33
4.86
5.0
4.0
4.0
4.0
5.0
4.93
4.42
5.0
4.95
4.96
4.83
4.71
4.78
4.67
4.92
5.0
4.97
4.73
4.86
5.0
5.0
4.7
4.75
4.92
4.98
5.0
4.84
5.0
5.0
4.87
5.0
5.0
4.2
4.87
5.0
5.0
4.9
5.0
4.5
5.0
4.78
4.87
4.96
5.0
4.77
4.5
4.5
4.8
4.58
5.0
5.0
5.0
5.0
4.54
5.0
4.93
5.0
4.94
4.88
4.8
4.63
4.96
4.9
5.0
5.0
5.0
4.0
5.0
5.0
4.74
4.75
3.0
4.99
4.88
3.0
5.0
5.0
4.56
5.0
5.0
3.5
4.2
5.0
4.73
5.0
4.8
4.92
4.89
4.83
4.79
4.87
5.0
4.85
5.0
4.03
5.0
4.97
4.85
4.86
4.79
4.67
4.77
4.5
5.0
5.0
4.94
5.0
5.0
4.73
5.0
5.0
4.88
4.33
5.0
4.93
5.0
5.0
4.33
5.0
4.43
4.71
4.68
4.93
5.0
5.0
5.0
4.56
5.0
4.83
4.97
4.58
5.0
3.75
4.78
4.7
4.6
4.67
5.0
4.75
4.94
4.85
4.0
4.64
4.84
5.0
4.94
4.73
5.0
4.89
4.96
4.77
5.0
4.87
4.67
4.94
5.0
5.0
3.0
4.92
4.4
4.92
5.0
5.0
4.93
4.97
4.91
5.0
4.88
4.67
5.0
4.67
5.0
4.6
4.0
5.0
4.9
4.0
4.55
5.0
4.29
4.87
4.85
4.9
4.7
4.5
4.67
4.82
4.93
5.0
4.76
5.0
4.89
5.0
4.43
4.75
4.84
5.0
4.89
5.0
4.93
5.0
4.77
4.96
4.0
4.85
4.81
5.0
5.0
4.3
5.0
5.0
5.0
5.0
5.0
5.0
5.0
4.99
4.97
4.42
4.86
4.94
4.29
4.24
5.0
5.0
4.96
4.96
5.0
4.81
4.72
4.5
4.5
4.64
5.0
5.0
4.79
4.31
4.79
4.78
4.74
4.69
5.0
5.0
4.66
4.94
4.64
4.77
4.79
4.9
4.97
5.0
4.83
5.0
4.68
4.97
5.0
4.96
4.67
4.94
4.81
4.63
5.0
5.0
5.0
4.33
4.87
4.48
5.0
4.67
5.0
4.99
4.91
4.6
4.67
4.75
4.83
4.91
4.67
4.64
4.72
4.76
5.0
4.98
4.69
5.0
4.88
5.0
5.0
4.81
4.95
5.0
4.67
4.88
4.95
4.57
4.62
4.0
4.86
5.0
4.43
5.0
5.0
4.67
4.44
4.92
4.45
4.35
4.47
4.96
4.25
4.94
3.5
4.83
4.33
4.64
4.94
4.98
5.0
5.0
4.88
4.83
4.4
4.67
4.67
5.0
4.71
5.0
4.77
5.0
1.0
4.83
4.74
5.0
4.0
4.86
4.99
4.89
5.0
5.0
4.41
5.0
5.0
5.0
4.25
5.0
4.77
4.88
5.0
5.0
4.75
5.0
4.79
4.45
5.0
4.65
4.0
4.75
4.92
5.0
5.0
4.93
5.0
4.75
5.0
4.5
4.91
4.86
4.65
4.27
4.86
4.73
4.68
4.93
4.6
5.0
4.93
5.0
4.0
5.0
5.0
4.89
4.67
4.88
4.4
5.0
5.0
4.0
4.87
4.84
5.0
5.0
4.98
5.0
4.97
4.7
5.0
4.64
4.87
4.67
4.93
4.96
4.89
4.85
4.5
5.0
4.9
4.0
4.67
3.79
4.5
4.5
4.42
4.91
5.0
4.89
4.65
4.53
4.67
4.91
4.64
5.0
4.99
4.87
5.0
4.67
5.0
4.96
4.78
4.84
4.64
4.71
5.0
4.86
4.94
5.0
4.78
4.75
5.0
5.0
4.85
4.9
4.94
4.75
4.5
4.88
4.94
4.29
4.98
5.0
4.76
5.0
4.43
5.0
1.0
5.0
4.92
4.8
4.94
5.0
4.57
5.0
5.0
4.45
4.9
4.94
4.77
4.7
4.75
4.45
5.0
4.0
4.95
4.92
4.9
4.9
4.76
4.5
5.0
4.0
5.0
4.94
4.43
4.5
5.0
5.0
4.72
5.0
4.91
4.64
4.74
4.98
5.0
4.84
5.0
5.0
5.0
5.0
4.58
4.88
4.84
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
4.33
5.0
4.75
5.0
4.5
4.94
4.85
4.81
4.41
4.98
5.0
5.0
5.0
4.11
4.79
4.78
4.5
4.0
4.82
5.0
5.0
5.0
4.74
5.0
5.0
4.6
4.7
4.84
4.77
4.7
4.88
5.0
5.0
4.88
4.95
5.0
5.0
4.33
5.0
4.93
4.96
5.0
5.0
5.0
5.0
4.18
4.9
4.87
4.5
5.0
4.54
4.0
5.0
4.79
5.0
4.95
5.0
4.93
5.0
4.36
5.0
4.89
5.0
4.79
4.94
5.0
4.48
5.0
4.94
5.0
4.5
5.0
5.0
4.55
5.0
4.69
4.89
4.43
5.0
4.63
4.73
5.0
4.71
4.8
4.93
5.0
4.99
5.0
4.33
4.92
5.0
4.67
4.94
5.0
5.0
5.0
4.0
4.76
5.0
5.0
5.0
4.87
4.78
5.0
4.84
4.5
4.64
5.0
5.0
4.75
5.0
4.95
4.87
4.96
4.78
5.0
4.56
5.0
5.0
4.86
5.0
2.5
4.9
4.85
4.89
4.67
5.0
5.0
5.0
4.74
4.82
5.0
4.83
4.96
4.61
4.92
4.89
4.92
4.89
4.83
5.0
4.83
5.0
4.58
5.0
4.36
4.0
4.75
4.97
5.0
4.49
5.0
4.17
5.0
5.0
5.0
4.85
4.94
5.0
4.5
4.9
4.9
4.85
4.94
5.0
5.0
4.93
4.75
4.7
5.0
4.83
4.95
4.73
5.0
4.64
4.6
4.92
5.0
5.0
5.0
4.96
4.0
5.0
4.92
4.54
5.0
5.0
4.94
5.0
4.88
4.4
5.0
4.83
5.0
4.94
4.62
4.83
4.94
4.93
5.0
4.96
5.0
5.0
4.83
4.63
4.92
4.57
4.84
5.0
4.63
4.86
5.0
5.0
4.29
4.93
5.0
5.0
5.0
5.0
5.0
5.0
4.97
3.5
4.9
4.0
4.97
4.83
4.88
5.0
5.0
4.9
4.33
4.75
4.5
4.94
5.0
5.0
4.4
4.44
4.97
5.0
5.0
4.0
4.89
5.0
4.53
4.97
4.66
5.0
4.87
5.0
5.0
5.0
5.0
4.93
5.0
4.88
4.89
1.0
5.0
5.0
4.93
4.8
4.77
5.0
4.62
4.57
4.75
4.63
4.88
4.97
5.0
5.0
4.84
4.62
5.0
4.66
5.0
4.69
4.0
5.0
4.4
5.0
4.95
4.52
4.98
5.0
4.88
5.0
5.0
5.0
4.81
5.0
4.43
4.88
4.48
4.69
4.72
4.86
4.43
4.78
4.0
4.84
4.95
4.94
4.65
5.0
5.0
4.66
5.0
4.5
4.88
4.89
4.0
4.5
4.97
2.0
4.93
5.0
4.62
4.79
4.78
4.85
5.0
5.0
4.11
5.0
5.0
4.86
5.0
5.0
4.39
4.9
4.65
5.0
5.0
4.7
4.0
4.67
4.92
4.0
5.0
4.91
4.96
4.93
4.96
4.5
5.0
5.0
4.78
4.91
4.95
4.51
5.0
4.89
5.0
4.95
5.0
4.0
4.8
4.52
4.89
5.0
5.0
5.0
4.0
4.78
4.5
4.83
4.4
5.0
5.0
4.84
5.0
4.91
4.71
4.88
4.0
4.99
5.0
5.0
4.71
5.0
4.15
5.0
4.93
4.5
4.94
5.0
5.0
4.99
4.33
4.98
4.9
5.0
5.0
4.97
4.59
5.0
4.84
5.0
5.0
4.47
4.85
5.0
4.57
5.0
4.83
4.67
4.64
4.64
4.0
5.0
4.75
4.91
4.92
4.79
4.86
5.0
5.0
4.74
5.0
5.0
4.8
5.0
4.33
4.86
5.0
5.0
5.0
4.0
5.0
4.97
4.94
4.9
4.67
4.67
4.71
5.0
5.0
4.23
5.0
4.88
5.0
3.0
4.96
4.81
4.73
5.0
5.0
4.5
4.81
4.72
5.0
4.33
5.0
5.0
4.81
5.0
4.59
5.0
5.0
4.81
4.85
4.98
4.5
5.0
5.0
4.9
4.6
5.0
4.74
5.0
4.87
4.87
4.95
4.5
2.67
5.0
5.0
4.49
4.6
4.95
4.0
5.0
5.0
5.0
4.89
5.0
4.7
5.0
5.0
4.5
4.99
4.66
4.64
4.25
4.67
4.84
1.0
4.81
4.68
4.0
3.5
4.0
4.88
4.75
5.0
4.87
5.0
4.6
5.0
4.88
5.0
5.0
4.82
5.0
4.9
4.86
5.0
5.0
5.0
4.98
4.5
5.0
4.97
5.0
5.0
4.5
5.0
5.0
4.96
5.0
5.0
4.66
3.0
5.0
4.0
5.0
4.0
5.0
4.7
4.53
4.5
4.87
5.0
2.8
4.99
4.75
4.67
5.0
4.56
5.0
5.0
4.9
5.0
4.59
4.98
3.0
4.71
5.0
4.76
5.0
4.9
4.82
5.0
4.82
4.94
4.94
4.98
5.0
4.87
4.9
5.0
4.2
4.89
5.0
5.0
5.0
5.0
4.25
5.0
5.0
4.79
4.94
4.23
4.82
4.39
4.96
4.8
5.0
4.62
5.0
4.87
5.0
4.0
4.0
4.63
4.38
4.97
4.67
4.72
5.0
4.97
4.62
4.84
4.43
4.74
4.81
4.95
4.8
3.0
4.94
4.94
4.38
4.26
4.67
5.0
4.33
4.0
4.92
