host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,estimated_occupancy_l365d,instant_bookable,last_scraped_days_since,host_since_days_since,first_review_days_since,last_review_days_since,host_verifications_email,host_verifications_phone,host_verifications_work_email,amenities_Air conditioning,amenities_Bathtub,amenities_Bed linens,amenities_Body soap,amenities_Carbon monoxide alarm,amenities_Cleaning products,amenities_Coffee,amenities_Coffee maker,amenities_Conditioner,amenities_Cooking basics,amenities_Dedicated workspace,amenities_Dining table,amenities_Dishes and silverware,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Exterior security cameras on property,amenities_Extra pillows and blankets,amenities_Fire extinguisher,amenities_First aid kit,amenities_Free parking on premises,amenities_Free street parking,amenities_Freezer,amenities_Hair dryer,amenities_Hangers,amenities_Heating,amenities_Hot water,amenities_Hot water kettle,amenities_Iron,amenities_Kitchen,amenities_Long term stays allowed,amenities_Luggage dropoff allowed,amenities_Microwave,amenities_Outdoor dining area,amenities_Outdoor furniture,amenities_Oven,amenities_Pets allowed,amenities_Private entrance,amenities_Refrigerator,amenities_Room-darkening shades,amenities_Self check-in,amenities_Shampoo,amenities_Shower gel,amenities_Smoke alarm,amenities_Stove,amenities_TV,amenities_Toaster,amenities_Washer,amenities_Wifi,amenities_Wine glasses,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire rental unit,property_type_Other,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Hotel room,room_type_Private room,room_type_Shared room
0.0,1.0,0.92,1.0,65.0,166.0,1.0,34.039108,-118.66861,6.0,2.0,2.0,3.0,836.0,2.0,365.0,1.0,2.0,365.0,365.0,1.9,365.0,126.0,0.0,610,-3320.0,-1289,602,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.9,0.0,1.0,2.0,1.0,40.88677,-73.83411,2.0,1.0,1.0,1.0,137.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-2468.0,-2458,-418,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.99,1.0,60.0,63.0,1.0,34.16345,-118.52073,6.0,2.0,2.0,2.0,150.0,31.0,365.0,31.0,31.0,365.0,365.0,31.0,365.0,124.0,0.0,610,-3118.0,264,517,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,12.0,14.0,1.0,34.00801,-118.29052,6.0,3.0,3.0,0.0,0.0,30.0,365.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,611,-1553.0,-807,143,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.79,0.0,1.0,7.0,1.0,40.73735,-73.98671,2.0,1.0,0.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-4369.0,-1065,-583,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,3.0,1.0,33.97488,-118.30591,4.0,1.0,2.0,2.0,200.0,3.0,30.0,3.0,3.0,0.0,0.0,3.0,0.0,66.0,1.0,610,-3757.0,503,599,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,40.79066,-73.97285,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-2796.0,-2765,-2711,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,21.0,21.0,1.0,33.74936,-118.12511,6.0,2.5,3.0,0.0,0.0,1.0,365.0,2.0,4.0,365.0,365.0,2.4,365.0,72.0,1.0,611,-349.0,147,525,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,0.96,0.0,2.0,2.0,1.0,40.64511902,-73.94954601,2.0,1.0,0.0,0.0,0.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,0.0,640,-3879.0,-1541,-1541,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.96,0.0,1.0,1.0,1.0,34.02106,-118.49565,4.0,2.0,2.0,2.0,289.0,3.0,365.0,1.0,4.0,365.0,365.0,3.2,365.0,66.0,1.0,611,-156.0,531,609,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.97,0.79,1.0,2.0,2.0,1.0,34.14462,-118.36461,2.0,1.0,1.0,1.0,93.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,18.0,0.0,610,-32.0,599,606,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,1.0,0.0,3.0,5.0,1.0,40.78907,-73.9688,7.0,2.0,2.0,5.0,718.0,30.0,40.0,30.0,30.0,40.0,40.0,30.0,40.0,120.0,0.0,640,-3828.0,-2871,573,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.98,0.96,0.0,67.0,79.0,1.0,34.08488,-118.07318,2.0,1.0,1.0,1.0,49.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,36.0,1.0,610,-2648.0,111,486,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,2.0,2.0,1.0,40.75758,-73.92703,2.0,1.0,1.0,2.0,120.0,30.0,45.0,30.0,30.0,45.0,45.0,30.0,45.0,240.0,0.0,640,-3336.0,443,596,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.86,0.0,1.0,1.0,1.0,34.1961274,-118.3978713,9.0,2.5,4.0,5.0,430.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,240.0,1.0,610,-88.0,73,587,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,33.0,41.0,1.0,34.01473,-118.49722,3.0,1.0,1.0,1.0,241.0,1.0,365.0,1.0,10.0,365.0,365.0,3.2,365.0,18.0,0.0,611,-2396.0,552,573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.97,0.91,0.0,1.0,1.0,1.0,40.76283,-73.98718,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,640,-3306.0,-2542,-2318,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.44,0.0,15.0,29.0,1.0,40.75242,-73.97193,3.0,1.0,0.0,2.0,223.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-3211.0,-488,-435,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,34.01201,-118.2977,1.0,1.0,0.0,1.0,59.0,31.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,186.0,0.0,611,-2724.0,-1191,519,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,0.0,1.0,2.0,1.0,40.68397406,-73.77811521,2.0,1.0,0.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-1775.0,-401,-352,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2.0,1.0,0.0,0.0,3.0,6.0,1.0,33.99534,-118.46222,2.0,1.0,1.0,1.0,134.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-4982.0,-3609,-1478,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0.96,0.78,0.0,278.0,311.0,1.0,40.74331,-73.89579,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-2006.0,-443,-443,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.0,4.0,5.0,1.0,34.03628,-118.35158,4.0,1.0,2.0,2.0,121.0,30.0,365.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-2944.0,-2079,225,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1.0,0.88,1.0,1.0,1.0,1.0,34.02678772,-118.3058906,2.0,1.0,0.0,1.0,68.0,30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,240.0,0.0,611,-3226.0,134,575,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.72,0.0,9.0,36.0,1.0,34.1476226,-118.6132133,4.0,1.0,2.0,2.0,115.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,54.0,0.0,610,-206.0,439,546,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,2.0,3.0,1.0,40.69491,-73.92316,1.0,2.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-3245.0,-1835,-1156,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.98,0.0,1.0,2.0,1.0,34.0933,-118.31853,2.0,2.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3518.0,-2789,68,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.76,0.56,0.0,123.0,199.0,1.0,40.75457128,-73.99589417,2.0,1.0,0.0,1.0,110.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,60.0,0.0,640,-830.0,435,435,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2.0,0.5,0.5,0.0,1.0,2.0,1.0,33.97567,-118.38334,2.0,1.0,1.0,1.0,96.0,6.0,365.0,6.0,6.0,365.0,365.0,6.0,365.0,72.0,0.0,610,-3385.0,-2197,505,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0.98,0.42,0.0,1.0,2.0,1.0,40.6875497,-73.7784866,2.0,1.0,1.0,1.0,95.0,30.0,30.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,639,-2070.0,-71,-71,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.93,0.0,7.0,11.0,1.0,34.07681,-118.35234,3.0,1.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,611,-2751.0,-2738,-1388,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.75,0.0,1.0,1.0,1.0,33.9916691,-118.3116448,2.0,1.0,0.0,1.0,95.0,30.0,225.0,30.0,30.0,225.0,225.0,30.0,225.0,60.0,0.0,610,-3561.0,-268,347,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.97,0.0,2.0,2.0,1.0,34.07894,-117.73837,2.0,1.0,0.0,0.0,0.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,0.0,0.0,611,-3864.0,-71,-50,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.98,0.0,4.0,4.0,1.0,34.10854,-118.08364,2.0,1.0,1.0,1.0,55.0,1.0,14.0,1.0,1.0,14.0,14.0,1.0,14.0,6.0,0.0,610,-2767.0,591,591,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,34.06241,-118.40617,2.0,1.0,1.0,1.0,250.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,610,-2625.0,-2305,209,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.88,1.0,2.0,2.0,1.0,34.0985,-118.30669,1.0,1.0,0.0,2.0,51.0,30.0,45.0,30.0,30.0,0.0,0.0,30.0,0.0,60.0,0.0,610,-2652.0,-1820,278,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,2.0,3.0,1.0,40.77661,-73.91903,2.0,1.0,0.0,0.0,0.0,30.0,365.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-849.0,-824,-62,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1.0,0.8,0.74,1.0,6.0,22.0,1.0,40.69605,-73.98385,2.0,1.0,1.0,1.0,255.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-2687.0,-709,197,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.93,0.0,2.0,3.0,1.0,34.12417,-118.19781,4.0,1.0,2.0,2.0,202.0,3.0,25.0,3.0,3.0,25.0,25.0,3.0,25.0,18.0,0.0,610,-4330.0,-1701,406,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,40.7296,-73.98232,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-3149.0,-3057,-2991,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,5.0,15.0,1.0,40.7614,-73.96526,4.0,1.0,1.0,2.0,172.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,60.0,0.0,640,-3013.0,-713,600,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0.9,0.96,1.0,1.0,3.0,1.0,34.02567,-118.48729,2.0,1.0,1.0,1.0,128.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,255.0,0.0,611,-3027.0,-447,580,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.99,1.0,1.0,1.0,1.0,34.03086,-118.37903,2.0,1.0,1.0,1.0,102.0,2.0,28.0,2.0,2.0,28.0,28.0,2.0,28.0,228.0,0.0,611,-2815.0,-272,592,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.94,0.0,20.0,24.0,1.0,34.148,-118.25084,4.0,2.0,2.0,2.0,250.0,3.0,150.0,3.0,3.0,0.0,0.0,3.0,0.0,12.0,1.0,610,-2668.0,588,597,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,5.0,7.0,1.0,33.78244,-118.19836,8.0,2.5,4.0,4.0,225.0,2.0,365.0,1.0,3.0,365.0,365.0,2.8,365.0,84.0,1.0,610,-1865.0,105,601,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,0.99,0.89,0.0,1.0,1.0,1.0,34.09288,-118.35278,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3321.0,-1135,-883,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.0,2.0,6.0,1.0,40.71415,-73.9653,6.0,1.0,2.0,2.0,250.0,31.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,255.0,1.0,640,-3336.0,50,619,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.99,1.0,1.0,24.0,28.0,1.0,34.0935302,-118.3934838,8.0,3.5,4.0,4.0,571.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,6.0,1.0,610,-2300.0,488,488,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,1.0,0.0,2.0,2.0,1.0,34.0667,-118.35127,3.0,2.0,2.0,3.0,175.0,30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,0.0,0.0,610,-4314.0,-3709,-3150,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,5.0,5.0,1.0,33.35323,-118.32962,6.0,2.0,2.0,3.0,595.0,1.0,28.0,1.0,3.0,28.0,28.0,2.2,28.0,180.0,0.0,610,-2659.0,49,607,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,3.0,4.0,1.0,34.13669,-118.26395,4.0,1.0,1.0,2.0,105.0,31.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,255.0,0.0,610,-3474.0,-1102,522,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.0,0.98,0.0,2.0,5.0,0.0,40.891296,-73.8423313,2.0,1.0,1.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,1.0,640,-550.0,-123,-87,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2.0,1.0,0.94,0.0,1.0,2.0,1.0,40.82974,-73.95007,1.0,1.0,2.0,0.0,0.0,30.0,31.0,30.0,30.0,31.0,31.0,30.0,31.0,0.0,1.0,640,-3389.0,-2625,-1954,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
2.0,0.8,0.98,0.0,1.0,2.0,1.0,40.7141,-73.95104,1.0,1.0,1.0,1.0,225.0,30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,0.0,0.0,640,-4186.0,-1483,-364,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
