host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,estimated_occupancy_l365d,instant_bookable,last_scraped_days_since,host_since_days_since,first_review_days_since,last_review_days_since,host_verifications_email,host_verifications_phone,host_verifications_work_email,amenities_Air conditioning,amenities_Bathtub,amenities_Bed linens,amenities_Body soap,amenities_Carbon monoxide alarm,amenities_Cleaning products,amenities_Coffee,amenities_Coffee maker,amenities_Conditioner,amenities_Cooking basics,amenities_Dedicated workspace,amenities_Dining table,amenities_Dishes and silverware,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Exterior security cameras on property,amenities_Extra pillows and blankets,amenities_Fire extinguisher,amenities_First aid kit,amenities_Free parking on premises,amenities_Free street parking,amenities_Freezer,amenities_Hair dryer,amenities_Hangers,amenities_Heating,amenities_Hot water,amenities_Hot water kettle,amenities_Iron,amenities_Kitchen,amenities_Long term stays allowed,amenities_Luggage dropoff allowed,amenities_Microwave,amenities_Outdoor dining area,amenities_Outdoor furniture,amenities_Oven,amenities_Pets allowed,amenities_Private entrance,amenities_Refrigerator,amenities_Room-darkening shades,amenities_Self check-in,amenities_Shampoo,amenities_Shower gel,amenities_Smoke alarm,amenities_Stove,amenities_TV,amenities_Toaster,amenities_Washer,amenities_Wifi,amenities_Wine glasses,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire rental unit,property_type_Other,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Hotel room,room_type_Private room,room_type_Shared room
0.0,1.0,1.0,1.0,2.0,2.0,0.0,34.0568,-118.14262,6.0,2.0,3.0,3.0,203.0,2.0,250.0,2.0,2.0,0.0,0.0,2.0,0.0,168.0,1.0,610,-127.0,45,603,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.96,0.93,1.0,16.0,16.0,1.0,34.15194,-118.36175,2.0,1.0,1.0,1.0,133.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,120.0,0.0,610,-3463.0,-711,473,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.85,0.0,1.0,1.0,1.0,34.10846,-118.05235,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,611,-2557.0,-1757,-1757,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.91,0.0,3.0,4.0,1.0,40.69589,-73.76083,2.0,1.0,1.0,1.0,84.0,3.0,45.0,3.0,3.0,45.0,45.0,3.0,45.0,128.0,0.0,639,-2437.0,-602,623,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
0.0,0.99,1.0,1.0,14.0,15.0,1.0,34.09459161,-118.3443646,3.0,1.0,1.0,1.0,172.0,2.0,365.0,2.0,2.0,0.0,0.0,2.0,0.0,126.0,1.0,611,239.0,261,604,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,11.0,11.0,1.0,34.08349,-118.26011,4.0,1.0,1.0,4.0,48.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,180.0,1.0,610,-2515.0,-792,465,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.0,0.0,2.0,3.0,1.0,40.7175,-73.99177,2.0,1.0,0.0,0.0,0.0,30.0,45.0,30.0,30.0,45.0,45.0,30.0,45.0,0.0,0.0,640,-3442.0,-3053,103,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3.0,1.0,0.9,0.0,1.0,4.0,1.0,34.10272,-118.3472,2.0,1.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,611,-4303.0,-1541,-1510,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.0,1.0,2.0,1.0,40.70842,-73.94385,3.0,1.0,2.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-4250.0,-2554,-2189,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,6.0,8.0,1.0,34.08120189,-118.3135877,6.0,2.5,2.0,3.0,248.0,30.0,365.0,30.0,30.0,0.0,0.0,30.0,0.0,255.0,1.0,610,-1449.0,511,594,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,1.0,1.0,35.0,42.0,1.0,40.76508319,-73.97648858,3.0,1.0,1.0,1.0,794.0,7.0,28.0,7.0,7.0,0.0,0.0,7.0,0.0,42.0,1.0,640,-2127.0,-150,447,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0.0,1.0,1.0,0.0,2.0,2.0,1.0,34.14478,-118.41291,6.0,2.0,2.0,2.0,419.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,0.0,610,-3285.0,-515,-515,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.94,0.87,0.0,19.0,20.0,1.0,34.06427,-118.30442,1.0,2.0,1.0,1.0,34.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,180.0,0.0,610,-189.0,-57,595,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.0,8.0,8.0,1.0,40.75199911,-73.98355971,2.0,1.0,1.0,1.0,406.0,1.0,365.0,1.0,99.0,365.0,365.0,1.8,365.0,255.0,1.0,640,519.0,581,637,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.97,1.0,0.0,2.0,3.0,1.0,40.71538,-73.9908,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-4535.0,-3373,-1414,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.0,2.0,2.0,1.0,40.66644,-73.92964,4.0,1.0,1.0,0.0,150.0,30.0,35.0,30.0,30.0,35.0,35.0,30.0,35.0,0.0,0.0,640,-3407.0,-3382,21,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.94,1.0,0.0,1.0,1.0,1.0,34.10821,-118.28651,4.0,1.0,2.0,0.0,0.0,30.0,40.0,30.0,30.0,40.0,40.0,30.0,40.0,0.0,0.0,611,-3737.0,-2081,-1876,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,2.0,6.0,1.0,33.98845,-118.46564,4.0,1.0,2.0,2.0,288.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,255.0,1.0,611,-2688.0,-730,601,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.95,0.0,20.0,27.0,1.0,33.99735,-118.43209,5.0,1.0,2.0,4.0,105.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,90.0,1.0,611,-1296.0,-1023,500,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,6.0,6.0,1.0,34.6836748,-118.195438,8.0,2.5,4.0,4.0,216.0,2.0,365.0,2.0,2.0,0.0,0.0,2.0,0.0,42.0,1.0,610,-987.0,424,594,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.67,0.0,1.0,1.0,1.0,34.06147,-118.13984,8.0,2.0,3.0,5.0,165.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,60.0,0.0,610,-874.0,-765,446,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.98,1.0,6.0,7.0,1.0,34.05742245,-118.0576024,2.0,1.0,1.0,2.0,85.0,1.0,80.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,0.0,610,-2400.0,-237,581,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.97,1.0,6.0,24.0,1.0,34.07687,-118.12587,5.0,1.0,2.0,3.0,123.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,255.0,0.0,610,-270.0,-513,597,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.97,0.0,4988.0,5760.0,1.0,34.1517519,-118.2564257,2.0,1.0,1.0,1.0,228.0,31.0,0.0,31.0,335.0,0.0,0.0,39.2,0.0,62.0,1.0,610,-2572.0,592,592,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,82.0,99.0,1.0,34.0136,-118.23829,5.0,1.0,2.0,0.0,0.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,0.0,0.0,611,-690.0,73,90,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.87,0.0,1.0,2.0,1.0,40.67979,-73.92876,8.0,2.5,3.0,7.0,200.0,30.0,200.0,30.0,30.0,200.0,200.0,30.0,200.0,0.0,0.0,640,-3013.0,-447,-29,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,1.0,1.0,4.0,5.0,1.0,40.809,-73.95166,2.0,2.0,1.0,1.0,178.0,1.0,365.0,2.0,4.0,30.0,30.0,3.0,30.0,102.0,1.0,640,-4159.0,-2514,613,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,1.0,1.0,2.0,1.0,33.75688,-118.12917,6.0,2.0,2.0,3.0,579.0,3.0,29.0,3.0,3.0,29.0,29.0,3.0,29.0,48.0,0.0,610,-3178.0,-99,595,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.94,1.0,1.0,2.0,1.0,40.63503,-73.89428,3.0,1.0,1.0,1.0,151.0,1.0,365.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,0.0,639,-2005.0,-289,625,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.94,1.0,3.0,5.0,1.0,40.75502,-73.91622,2.0,1.0,1.0,1.0,91.0,30.0,356.0,30.0,30.0,356.0,356.0,30.0,356.0,0.0,0.0,640,-2559.0,-2680,258,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.87,0.99,0.0,4.0,6.0,1.0,34.026058,-118.4516616,2.0,1.0,1.0,1.0,98.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,210.0,1.0,610,-88.0,-21,599,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.4,1.0,0.0,1.0,1.0,1.0,34.10015,-118.28611,3.0,1.0,1.0,0.0,0.0,30.0,31.0,30.0,30.0,31.0,31.0,30.0,31.0,0.0,0.0,611,-2785.0,-2216,-2202,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.97,1.0,21.0,30.0,1.0,34.01513,-118.49403,4.0,2.0,2.0,2.0,259.0,5.0,365.0,4.0,5.0,365.0,365.0,5.0,365.0,10.0,0.0,611,-2010.0,603,603,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,3.0,1.0,33.72622,-118.30577,2.0,1.0,1.0,1.0,133.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,60.0,0.0,610,-3336.0,-2875,536,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
3.0,1.0,0.78,0.0,1.0,2.0,1.0,40.74692,-74.00306,2.0,1.0,1.0,0.0,0.0,30.0,75.0,30.0,30.0,75.0,75.0,30.0,75.0,0.0,0.0,640,-3670.0,-2333,-2333,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0,0.5,0.71,0.0,1.0,1.0,1.0,34.1757,-118.16848,8.0,2.0,3.0,4.0,270.0,31.0,120.0,31.0,31.0,120.0,120.0,31.0,120.0,62.0,0.0,610,-2607.0,-88,424,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.18,0.0,1.0,1.0,1.0,34.10309,-118.2561,4.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,611,-3405.0,-2231,-2038,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.88,1.0,2.0,2.0,1.0,33.90415,-118.24858,4.0,2.0,2.0,2.0,118.0,21.0,365.0,21.0,21.0,365.0,365.0,21.0,365.0,42.0,0.0,610,-3217.0,606,606,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.53,1.0,32.0,38.0,1.0,40.77010782,-73.96842695,4.0,2.0,2.0,2.0,450.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,120.0,0.0,640,-973.0,-71,590,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.79,0.93,0.0,1.0,1.0,1.0,40.8546,-73.86643,2.0,1.0,0.0,0.0,0.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,0.0,640,-2487.0,-2326,-1750,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
3.0,0.94,0.0,0.0,1.0,2.0,1.0,40.72469,-73.98363,2.0,1.0,1.0,1.0,150.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-3814.0,-472,-77,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.65,0.0,56.0,82.0,1.0,34.01631,-118.4237,2.0,1.0,1.0,2.0,81.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0,60.0,120.0,0.0,610,-3155.0,-1707,526,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,5.0,7.0,1.0,40.78253,-73.81406,5.0,1.0,2.0,3.0,167.0,30.0,90.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-2940.0,-986,-119,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,2.0,2.0,1.0,40.68963,-73.91206,2.0,1.0,1.0,1.0,369.0,1.0,365.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,0.0,640,18.0,123,609,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3.0,0.0,0.49,0.0,2.0,5.0,1.0,34.04166,-118.28724,2.0,1.0,1.0,1.0,75.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,6.0,0.0,610,-2391.0,547,547,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.96,0.0,1.0,1.0,1.0,40.78549,-73.97404,7.0,1.0,2.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-869.0,-470,-198,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2.0,0.65,0.9,0.0,48.0,71.0,1.0,40.71962,-73.9939,2.0,1.0,0.0,1.0,200.0,15.0,29.0,3.0,15.0,29.0,29.0,14.8,29.0,180.0,0.0,640,-2938.0,-1275,563,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.0,0.5,0.0,0.0,1.0,1.0,1.0,40.67478,-73.95165,2.0,1.0,1.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-4590.0,-4495,219,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.98,1.0,33.0,67.0,1.0,34.09228,-118.34614,2.0,1.0,0.0,1.0,126.0,2.0,27.0,2.0,2.0,27.0,27.0,2.0,27.0,132.0,0.0,611,-1397.0,153,559,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0.86,0.45,0.0,91.0,151.0,1.0,34.03848,-118.21223,6.0,1.0,1.0,2.0,83.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,60.0,0.0,610,-2382.0,248,248,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.18,0.0,12.0,15.0,1.0,40.79154125,-73.94017054,6.0,1.0,2.0,0.0,0.0,31.0,365.0,31.0,31.0,365.0,365.0,31.0,365.0,0.0,0.0,640,-3003.0,215,257,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.14,1.0,0.0,99.0,107.0,1.0,40.70634,-74.00368,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,640,-1174.0,-1024,-133,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2.0,0.6,0.58,0.0,2.0,2.0,1.0,34.08686,-118.29907,2.0,1.0,1.0,1.0,89.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,255.0,0.0,610,-765.0,-166,585,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,3.0,1.0,34.07717,-118.26423,5.0,1.0,1.0,1.0,87.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,610,-1652.0,-1638,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
